display_name,first_name,id,last_name,party,state,year
Cantwell (D-WA),Maria,S275,Cantwell,D,WA,2005
Carper (D-DE),Thomas,S277,Carper,D,DE,2005
Chambliss (R-GA),Saxby,S290,Chambliss,R,GA,2005
Clinton (D-NY),Hillary,S278,Clinton,D,NY,2005
Coburn (R-OK),Tom,S301,Coburn,R,OK,2005
Cochran (R-MS),Thad,S136,Cochran,R,MS,2005
Coleman (R-MN),Norm,S291,Coleman,R,MN,2005
Collins (R-ME),Susan,S252,Collins,R,ME,2005
Conrad (D-ND),Kent,S201,Conrad,D,ND,2005
Cornyn (R-TX),John,S287,Cornyn,R,TX,2005
Crapo (R-ID),Mike,S266,Crapo,R,ID,2005
Dayton (D-MN),Mark,S280,Dayton,D,MN,2005
DeMint (R-SC),James,S302,DeMint,R,SC,2005
DeWine (R-OH),Mike,S240,DeWine,R,OH,2005
Dodd (D-CT),Christopher,S150,Dodd,D,CT,2005
Dole (R-NC),Elizabeth,S292,Dole,R,NC,2005
Domenici (R-NM),Pete,S027,Domenici,R,NM,2005
Dorgan (D-ND),Byron,S222,Dorgan,D,ND,2005
Durbin (D-IL),Richard,S253,Durbin,D,IL,2005
Enzi (R-WY),Michael,S254,Enzi,R,WY,2005
Feingold (D-WI),Russ,S230,Feingold,D,WI,2005
Graham (R-SC),Lindsey,S293,Graham,R,SC,2005
Grassley (R-IA),Charles,S153,Grassley,R,IA,2005
Gregg (R-NH),Judd,S224,Gregg,R,NH,2005
Hagel (R-NE),Chuck,S255,Hagel,R,NE,2005
Harkin (D-IA),Tom,S172,Harkin,D,IA,2005
Hatch (R-UT),Orrin,S118,Hatch,R,UT,2005
Inouye (D-HI),Daniel,S051,Inouye,D,HI,2005
Isakson (R-GA),Johnny,S305,Isakson,R,GA,2005
Jeffords (I-VT),James,S204,Jeffords,I,VT,2005
Johnson (D-SD),Tim,S257,Johnson,D,SD,2005
Kennedy (D-MA),Edward,S055,Kennedy,D,MA,2005
Kohl (D-WI),Herb,S209,Kohl,D,WI,2005
Lautenberg (D-NJ),Frank,S166,Lautenberg,D,NJ,2005
Leahy (D-VT),Patrick,S057,Leahy,D,VT,2005
Levin (D-MI),Carl,S131,Levin,D,MI,2005
Lieberman (D-CT),Joseph,S210,Lieberman,D,CT,2005
Lincoln (D-AR),Blanche,S269,Lincoln,D,AR,2005
Lott (R-MS),Trent,S203,Lott,R,MS,2005
McConnell (R-KY),Mitch,S174,McConnell,R,KY,2005
Mikulski (D-MD),Barbara,S182,Mikulski,D,MD,2005
Nelson (D-FL),Bill,S282,Nelson,D,FL,2005
Nelson (D-NE),E.,S283,Nelson,D,NE,2005
Obama (D-IL),Barack,S298,Obama,D,IL,2005
Pryor (D-AR),Mark,S295,Pryor,D,AR,2005
Reed (D-RI),John,S259,Reed,D,RI,2005
Reid (D-NV),Harry,S198,Reid,D,NV,2005
Roberts (R-KS),Pat,S260,Roberts,R,KS,2005
Rockefeller (D-WV),Jay,S176,Rockefeller,D,WV,2005
Salazar (D-CO),Ken,S297,Salazar,D,CO,2005
Santorum (R-PA),Rick,S244,Santorum,R,PA,2005
Sarbanes (D-MD),Paul,S106,Sarbanes,D,MD,2005
Schumer (D-NY),Charles,S270,Schumer,D,NY,2005
Sessions (R-AL),Jeff,S261,Sessions,R,AL,2005
Smith (R-OR),Gordon,S262,Smith,R,OR,2005
Snowe (R-ME),Olympia,S245,Snowe,R,ME,2005
Specter (R-PA),Arlen,S161,Specter,R,PA,2005
Stabenow (D-MI),Debbie,S284,Stabenow,D,MI,2005
Stevens (R-AK),Ted,S090,Stevens,R,AK,2005
Sununu (R-NH),John,S296,Sununu,R,NH,2005
Talent (R-MO),Jim,S286,Talent,R,MO,2005
Thune (R-SD),John,S303,Thune,R,SD,2005
Voinovich (R-OH),George,S271,Voinovich,R,OH,2005
Warner (R-VA),John,S143,Warner,R,VA,2005
Wyden (D-OR),Ron,S247,Wyden,D,OR,2005
Akaka (D-HI),Daniel,S213,Akaka,D,HI,2005
Allen (R-VA),George,S274,Allen,R,VA,2005
Bayh (D-IN),Evan,S264,Bayh,D,IN,2005
Bingaman (D-NM),Jeff,S167,Bingaman,D,NM,2005
Bunning (R-KY),Jim,S265,Bunning,R,KY,2005
Burns (R-MT),Conrad,S211,Burns,R,MT,2005
Chafee (R-RI),Lincoln,S272,Chafee,R,RI,2005
Corzine (D-NJ),Jon,S279,Corzine,D,NJ,2005
Craig (R-ID),Larry,S215,Craig,R,ID,2005
Ensign (R-NV),John,S281,Ensign,R,NV,2005
Feinstein (D-CA),Dianne,S221,Feinstein,D,CA,2005
Frist (R-TN),Bill,S241,Frist,R,TN,2005
Hutchison (R-TX),Kay,S235,Hutchison,R,TX,2005
Inhofe (R-OK),Jim,S236,Inhofe,R,OK,2005
Kerry (D-MA),John,S173,Kerry,D,MA,2005
Kyl (R-AZ),Jon,S243,Kyl,R,AZ,2005
Landrieu (D-LA),Mary,S258,Landrieu,D,LA,2005
Lugar (R-IN),Richard,S105,Lugar,R,IN,2005
Martinez (R-FL),Mel,S304,Martinez,R,FL,2005
McCain (R-AZ),John,S197,McCain,R,AZ,2005
Murkowski (R-AK),Lisa,S288,Murkowski,R,AK,2005
Murray (D-WA),Patty,S229,Murray,D,WA,2005
Shelby (R-AL),Richard,S184,Shelby,R,AL,2005
Thomas (R-WY),Craig,S246,Thomas,R,WY,2005
Vitter (R-LA),David,S299,Vitter,R,LA,2005
Boxer (D-CA),Barbara,S223,Boxer,D,CA,2005
Bayh (D-IN),Evan,S264,Bayh,D,IN,2006
Biden (D-DE),Joseph,S010,Biden,D,DE,2006
Boxer (D-CA),Barbara,S223,Boxer,D,CA,2006
Clinton (D-NY),Hillary,S278,Clinton,D,NY,2006
Dayton (D-MN),Mark,S280,Dayton,D,MN,2006
Dodd (D-CT),Christopher,S150,Dodd,D,CT,2006
Durbin (D-IL),Richard,S253,Durbin,D,IL,2006
Feingold (D-WI),Russ,S230,Feingold,D,WI,2006
Feinstein (D-CA),Dianne,S221,Feinstein,D,CA,2006
Jeffords (I-VT),James,S204,Jeffords,I,VT,2006
Kennedy (D-MA),Edward,S055,Kennedy,D,MA,2006
Kerry (D-MA),John,S173,Kerry,D,MA,2006
Lautenberg (D-NJ),Frank,S166,Lautenberg,D,NJ,2006
Leahy (D-VT),Patrick,S057,Leahy,D,VT,2006
Levin (D-MI),Carl,S131,Levin,D,MI,2006
Menendez (D-NJ),Robert,S306,Menendez,D,NJ,2006
Mikulski (D-MD),Barbara,S182,Mikulski,D,MD,2006
Murray (D-WA),Patty,S229,Murray,D,WA,2006
Obama (D-IL),Barack,S298,Obama,D,IL,2006
Reed (D-RI),John,S259,Reed,D,RI,2006
Reid (D-NV),Harry,S198,Reid,D,NV,2006
Sarbanes (D-MD),Paul,S106,Sarbanes,D,MD,2006
Schumer (D-NY),Charles,S270,Schumer,D,NY,2006
Stabenow (D-MI),Debbie,S284,Stabenow,D,MI,2006
Wyden (D-OR),Ron,S247,Wyden,D,OR,2006
Ensign (R-NV),John,S281,Ensign,R,NV,2006
Hagel (R-NE),Chuck,S255,Hagel,R,NE,2006
Harkin (D-IA),Tom,S172,Harkin,D,IA,2006
Akaka (D-HI),Daniel,S213,Akaka,D,HI,2006
Alexander (R-TN),Lamar,S289,Alexander,R,TN,2006
Allard (R-CO),A.,S250,Allard,R,CO,2006
Allen (R-VA),George,S274,Allen,R,VA,2006
Baucus (D-MT),Max,S127,Baucus,D,MT,2006
Bennett (R-UT),Robert,S231,Bennett,R,UT,2006
Bingaman (D-NM),Jeff,S167,Bingaman,D,NM,2006
Bond (R-MO),Christopher,S200,Bond,R,MO,2006
Brownback (R-KS),Samuel,S249,Brownback,R,KS,2006
Bunning (R-KY),Jim,S265,Bunning,R,KY,2006
Burns (R-MT),Conrad,S211,Burns,R,MT,2006
Burr (R-NC),Richard,S300,Burr,R,NC,2006
Byrd (D-WV),Robert,S017,Byrd,D,WV,2006
Cantwell (D-WA),Maria,S275,Cantwell,D,WA,2006
Carper (D-DE),Thomas,S277,Carper,D,DE,2006
Chafee (R-RI),Lincoln,S272,Chafee,R,RI,2006
Chambliss (R-GA),Saxby,S290,Chambliss,R,GA,2006
Coburn (R-OK),Tom,S301,Coburn,R,OK,2006
Cochran (R-MS),Thad,S136,Cochran,R,MS,2006
Coleman (R-MN),Norm,S291,Coleman,R,MN,2006
Collins (R-ME),Susan,S252,Collins,R,ME,2006
Conrad (D-ND),Kent,S201,Conrad,D,ND,2006
Cornyn (R-TX),John,S287,Cornyn,R,TX,2006
Craig (R-ID),Larry,S215,Craig,R,ID,2006
Crapo (R-ID),Mike,S266,Crapo,R,ID,2006
DeMint (R-SC),James,S302,DeMint,R,SC,2006
DeWine (R-OH),Mike,S240,DeWine,R,OH,2006
Dole (R-NC),Elizabeth,S292,Dole,R,NC,2006
Domenici (R-NM),Pete,S027,Domenici,R,NM,2006
Dorgan (D-ND),Byron,S222,Dorgan,D,ND,2006
Enzi (R-WY),Michael,S254,Enzi,R,WY,2006
Frist (R-TN),Bill,S241,Frist,R,TN,2006
Graham (R-SC),Lindsey,S293,Graham,R,SC,2006
Grassley (R-IA),Charles,S153,Grassley,R,IA,2006
Gregg (R-NH),Judd,S224,Gregg,R,NH,2006
Hatch (R-UT),Orrin,S118,Hatch,R,UT,2006
Hutchison (R-TX),Kay,S235,Hutchison,R,TX,2006
Inhofe (R-OK),Jim,S236,Inhofe,R,OK,2006
Inouye (D-HI),Daniel,S051,Inouye,D,HI,2006
Isakson (R-GA),Johnny,S305,Isakson,R,GA,2006
Johnson (D-SD),Tim,S257,Johnson,D,SD,2006
Kohl (D-WI),Herb,S209,Kohl,D,WI,2006
Kyl (R-AZ),Jon,S243,Kyl,R,AZ,2006
Landrieu (D-LA),Mary,S258,Landrieu,D,LA,2006
Lieberman (D-CT),Joseph,S210,Lieberman,D,CT,2006
Lincoln (D-AR),Blanche,S269,Lincoln,D,AR,2006
Lott (R-MS),Trent,S203,Lott,R,MS,2006
Lugar (R-IN),Richard,S105,Lugar,R,IN,2006
Martinez (R-FL),Mel,S304,Martinez,R,FL,2006
McCain (R-AZ),John,S197,McCain,R,AZ,2006
McConnell (R-KY),Mitch,S174,McConnell,R,KY,2006
Murkowski (R-AK),Lisa,S288,Murkowski,R,AK,2006
Nelson (D-FL),Bill,S282,Nelson,D,FL,2006
Nelson (D-NE),E.,S283,Nelson,D,NE,2006
Pryor (D-AR),Mark,S295,Pryor,D,AR,2006
Roberts (R-KS),Pat,S260,Roberts,R,KS,2006
Rockefeller (D-WV),Jay,S176,Rockefeller,D,WV,2006
Salazar (D-CO),Ken,S297,Salazar,D,CO,2006
Santorum (R-PA),Rick,S244,Santorum,R,PA,2006
Sessions (R-AL),Jeff,S261,Sessions,R,AL,2006
Shelby (R-AL),Richard,S184,Shelby,R,AL,2006
Smith (R-OR),Gordon,S262,Smith,R,OR,2006
Snowe (R-ME),Olympia,S245,Snowe,R,ME,2006
Specter (R-PA),Arlen,S161,Specter,R,PA,2006
Stevens (R-AK),Ted,S090,Stevens,R,AK,2006
Sununu (R-NH),John,S296,Sununu,R,NH,2006
Talent (R-MO),Jim,S286,Talent,R,MO,2006
Thomas (R-WY),Craig,S246,Thomas,R,WY,2006
Thune (R-SD),John,S303,Thune,R,SD,2006
Vitter (R-LA),David,S299,Vitter,R,LA,2006
Voinovich (R-OH),George,S271,Voinovich,R,OH,2006
Warner (R-VA),John,S143,Warner,R,VA,2006
Alexander (R-TN),Lamar,S289,Alexander,R,TN,2007
Biden (D-DE),Joseph,S010,Biden,D,DE,2007
Brownback (R-KS),Samuel,S249,Brownback,R,KS,2007
Dole (R-NC),Elizabeth,S292,Dole,R,NC,2007
Gregg (R-NH),Judd,S224,Gregg,R,NH,2007
Hutchison (R-TX),Kay,S235,Hutchison,R,TX,2007
Inouye (D-HI),Daniel,S051,Inouye,D,HI,2007
Johnson (D-SD),Tim,S257,Johnson,D,SD,2007
Lautenberg (D-NJ),Frank,S166,Lautenberg,D,NJ,2007
McCain (R-AZ),John,S197,McCain,R,AZ,2007
Sanders (I-VT),Bernard,S313,Sanders,I,VT,2007
Voinovich (R-OH),George,S271,Voinovich,R,OH,2007
Akaka (D-HI),Daniel,S213,Akaka,D,HI,2007
Allard (R-CO),A.,S250,Allard,R,CO,2007
Baucus (D-MT),Max,S127,Baucus,D,MT,2007
Bayh (D-IN),Evan,S264,Bayh,D,IN,2007
Bennett (R-UT),Robert,S231,Bennett,R,UT,2007
Bingaman (D-NM),Jeff,S167,Bingaman,D,NM,2007
Bond (R-MO),Christopher,S200,Bond,R,MO,2007
Boxer (D-CA),Barbara,S223,Boxer,D,CA,2007
Brown (D-OH),Sherrod,S307,Brown,D,OH,2007
Bunning (R-KY),Jim,S265,Bunning,R,KY,2007
Burr (R-NC),Richard,S300,Burr,R,NC,2007
Byrd (D-WV),Robert,S017,Byrd,D,WV,2007
Cantwell (D-WA),Maria,S275,Cantwell,D,WA,2007
Cardin (D-MD),Benjamin,S308,Cardin,D,MD,2007
Carper (D-DE),Thomas,S277,Carper,D,DE,2007
Casey (D-PA),Bob,S309,Casey,D,PA,2007
Chambliss (R-GA),Saxby,S290,Chambliss,R,GA,2007
Clinton (D-NY),Hillary,S278,Clinton,D,NY,2007
Coburn (R-OK),Tom,S301,Coburn,R,OK,2007
Cochran (R-MS),Thad,S136,Cochran,R,MS,2007
Coleman (R-MN),Norm,S291,Coleman,R,MN,2007
Collins (R-ME),Susan,S252,Collins,R,ME,2007
Conrad (D-ND),Kent,S201,Conrad,D,ND,2007
Corker (R-TN),Bob,S310,Corker,R,TN,2007
Cornyn (R-TX),John,S287,Cornyn,R,TX,2007
Craig (R-ID),Larry,S215,Craig,R,ID,2007
Crapo (R-ID),Mike,S266,Crapo,R,ID,2007
DeMint (R-SC),James,S302,DeMint,R,SC,2007
Dodd (D-CT),Christopher,S150,Dodd,D,CT,2007
Domenici (R-NM),Pete,S027,Domenici,R,NM,2007
Dorgan (D-ND),Byron,S222,Dorgan,D,ND,2007
Durbin (D-IL),Richard,S253,Durbin,D,IL,2007
Ensign (R-NV),John,S281,Ensign,R,NV,2007
Enzi (R-WY),Michael,S254,Enzi,R,WY,2007
Feingold (D-WI),Russ,S230,Feingold,D,WI,2007
Feinstein (D-CA),Dianne,S221,Feinstein,D,CA,2007
Graham (R-SC),Lindsey,S293,Graham,R,SC,2007
Grassley (R-IA),Charles,S153,Grassley,R,IA,2007
Hagel (R-NE),Chuck,S255,Hagel,R,NE,2007
Harkin (D-IA),Tom,S172,Harkin,D,IA,2007
Hatch (R-UT),Orrin,S118,Hatch,R,UT,2007
Inhofe (R-OK),Jim,S236,Inhofe,R,OK,2007
Isakson (R-GA),Johnny,S305,Isakson,R,GA,2007
Kennedy (D-MA),Edward,S055,Kennedy,D,MA,2007
Kerry (D-MA),John,S173,Kerry,D,MA,2007
Klobuchar (D-MN),Amy,S311,Klobuchar,D,MN,2007
Kohl (D-WI),Herb,S209,Kohl,D,WI,2007
Kyl (R-AZ),Jon,S243,Kyl,R,AZ,2007
Landrieu (D-LA),Mary,S258,Landrieu,D,LA,2007
Leahy (D-VT),Patrick,S057,Leahy,D,VT,2007
Levin (D-MI),Carl,S131,Levin,D,MI,2007
Lieberman (ID-CT),Joe,S210,Lieberman,ID,CT,2007
Lincoln (D-AR),Blanche,S269,Lincoln,D,AR,2007
Lott (R-MS),Trent,S203,Lott,R,MS,2007
Lugar (R-IN),Richard,S105,Lugar,R,IN,2007
Martinez (R-FL),Mel,S304,Martinez,R,FL,2007
McCaskill (D-MO),Claire,S312,McCaskill,D,MO,2007
McConnell (R-KY),Mitch,S174,McConnell,R,KY,2007
Menendez (D-NJ),Robert,S306,Menendez,D,NJ,2007
Mikulski (D-MD),Barbara,S182,Mikulski,D,MD,2007
Murkowski (R-AK),Lisa,S288,Murkowski,R,AK,2007
Murray (D-WA),Patty,S229,Murray,D,WA,2007
Nelson (D-FL),Bill,S282,Nelson,D,FL,2007
Nelson (D-NE),E.,S283,Nelson,D,NE,2007
Obama (D-IL),Barack,S298,Obama,D,IL,2007
Pryor (D-AR),Mark,S295,Pryor,D,AR,2007
Reed (D-RI),John,S259,Reed,D,RI,2007
Reid (D-NV),Harry,S198,Reid,D,NV,2007
Roberts (R-KS),Pat,S260,Roberts,R,KS,2007
Rockefeller (D-WV),Jay,S176,Rockefeller,D,WV,2007
Salazar (D-CO),Ken,S297,Salazar,D,CO,2007
Schumer (D-NY),Charles,S270,Schumer,D,NY,2007
Sessions (R-AL),Jeff,S261,Sessions,R,AL,2007
Shelby (R-AL),Richard,S184,Shelby,R,AL,2007
Smith (R-OR),Gordon,S262,Smith,R,OR,2007
Snowe (R-ME),Olympia,S245,Snowe,R,ME,2007
Specter (R-PA),Arlen,S161,Specter,R,PA,2007
Stabenow (D-MI),Debbie,S284,Stabenow,D,MI,2007
Stevens (R-AK),Ted,S090,Stevens,R,AK,2007
Sununu (R-NH),John,S296,Sununu,R,NH,2007
Tester (D-MT),Jon,S314,Tester,D,MT,2007
Thomas (R-WY),Craig,S246,Thomas,R,WY,2007
Thune (R-SD),John,S303,Thune,R,SD,2007
Vitter (R-LA),David,S299,Vitter,R,LA,2007
Warner (R-VA),John,S143,Warner,R,VA,2007
Webb (D-VA),James,S315,Webb,D,VA,2007
Whitehouse (D-RI),Sheldon,S316,Whitehouse,D,RI,2007
Wyden (D-OR),Ron,S247,Wyden,D,OR,2007
Barrasso (R-WY),John,S317,Barrasso,R,WY,2007
Byrd (D-WV),Robert,S017,Byrd,D,WV,2008
Feingold (D-WI),Russ,S230,Feingold,D,WI,2008
Sanders (I-VT),Bernard,S313,Sanders,I,VT,2008
Clinton (D-NY),Hillary,S278,Clinton,D,NY,2008
McCain (R-AZ),John,S197,McCain,R,AZ,2008
Menendez (D-NJ),Robert,S306,Menendez,D,NJ,2008
Obama (D-IL),Barack,S298,Obama,D,IL,2008
Thune (R-SD),John,S303,Thune,R,SD,2008
Warner (R-VA),John,S143,Warner,R,VA,2008
Akaka (D-HI),Daniel,S213,Akaka,D,HI,2008
Alexander (R-TN),Lamar,S289,Alexander,R,TN,2008
Allard (R-CO),A.,S250,Allard,R,CO,2008
Barrasso (R-WY),John,S317,Barrasso,R,WY,2008
Baucus (D-MT),Max,S127,Baucus,D,MT,2008
Bayh (D-IN),Evan,S264,Bayh,D,IN,2008
Bennett (R-UT),Robert,S231,Bennett,R,UT,2008
Biden (D-DE),Joseph,S010,Biden,D,DE,2008
Bingaman (D-NM),Jeff,S167,Bingaman,D,NM,2008
Bond (R-MO),Christopher,S200,Bond,R,MO,2008
Boxer (D-CA),Barbara,S223,Boxer,D,CA,2008
Brown (D-OH),Sherrod,S307,Brown,D,OH,2008
Brownback (R-KS),Samuel,S249,Brownback,R,KS,2008
Bunning (R-KY),Jim,S265,Bunning,R,KY,2008
Burr (R-NC),Richard,S300,Burr,R,NC,2008
Cantwell (D-WA),Maria,S275,Cantwell,D,WA,2008
Cardin (D-MD),Benjamin,S308,Cardin,D,MD,2008
Carper (D-DE),Thomas,S277,Carper,D,DE,2008
Casey (D-PA),Bob,S309,Casey,D,PA,2008
Chambliss (R-GA),Saxby,S290,Chambliss,R,GA,2008
Coburn (R-OK),Tom,S301,Coburn,R,OK,2008
Cochran (R-MS),Thad,S136,Cochran,R,MS,2008
Coleman (R-MN),Norm,S291,Coleman,R,MN,2008
Collins (R-ME),Susan,S252,Collins,R,ME,2008
Conrad (D-ND),Kent,S201,Conrad,D,ND,2008
Corker (R-TN),Bob,S310,Corker,R,TN,2008
Cornyn (R-TX),John,S287,Cornyn,R,TX,2008
Craig (R-ID),Larry,S215,Craig,R,ID,2008
Crapo (R-ID),Mike,S266,Crapo,R,ID,2008
DeMint (R-SC),James,S302,DeMint,R,SC,2008
Dodd (D-CT),Christopher,S150,Dodd,D,CT,2008
Dole (R-NC),Elizabeth,S292,Dole,R,NC,2008
Domenici (R-NM),Pete,S027,Domenici,R,NM,2008
Dorgan (D-ND),Byron,S222,Dorgan,D,ND,2008
Durbin (D-IL),Richard,S253,Durbin,D,IL,2008
Ensign (R-NV),John,S281,Ensign,R,NV,2008
Enzi (R-WY),Michael,S254,Enzi,R,WY,2008
Feinstein (D-CA),Dianne,S221,Feinstein,D,CA,2008
Graham (R-SC),Lindsey,S293,Graham,R,SC,2008
Grassley (R-IA),Charles,S153,Grassley,R,IA,2008
Gregg (R-NH),Judd,S224,Gregg,R,NH,2008
Hagel (R-NE),Chuck,S255,Hagel,R,NE,2008
Harkin (D-IA),Tom,S172,Harkin,D,IA,2008
Hatch (R-UT),Orrin,S118,Hatch,R,UT,2008
Hutchison (R-TX),Kay,S235,Hutchison,R,TX,2008
Inhofe (R-OK),Jim,S236,Inhofe,R,OK,2008
Inouye (D-HI),Daniel,S051,Inouye,D,HI,2008
Isakson (R-GA),Johnny,S305,Isakson,R,GA,2008
Johnson (D-SD),Tim,S257,Johnson,D,SD,2008
Kennedy (D-MA),Edward,S055,Kennedy,D,MA,2008
Kerry (D-MA),John,S173,Kerry,D,MA,2008
Klobuchar (D-MN),Amy,S311,Klobuchar,D,MN,2008
Kohl (D-WI),Herb,S209,Kohl,D,WI,2008
Kyl (R-AZ),Jon,S243,Kyl,R,AZ,2008
Landrieu (D-LA),Mary,S258,Landrieu,D,LA,2008
Lautenberg (D-NJ),Frank,S166,Lautenberg,D,NJ,2008
Leahy (D-VT),Patrick,S057,Leahy,D,VT,2008
Levin (D-MI),Carl,S131,Levin,D,MI,2008
Lieberman (ID-CT),Joe,S210,Lieberman,ID,CT,2008
Lincoln (D-AR),Blanche,S269,Lincoln,D,AR,2008
Lugar (R-IN),Richard,S105,Lugar,R,IN,2008
Martinez (R-FL),Mel,S304,Martinez,R,FL,2008
McCaskill (D-MO),Claire,S312,McCaskill,D,MO,2008
McConnell (R-KY),Mitch,S174,McConnell,R,KY,2008
Mikulski (D-MD),Barbara,S182,Mikulski,D,MD,2008
Murkowski (R-AK),Lisa,S288,Murkowski,R,AK,2008
Murray (D-WA),Patty,S229,Murray,D,WA,2008
Nelson (D-FL),Bill,S282,Nelson,D,FL,2008
Nelson (D-NE),E.,S283,Nelson,D,NE,2008
Pryor (D-AR),Mark,S295,Pryor,D,AR,2008
Reed (D-RI),John,S259,Reed,D,RI,2008
Reid (D-NV),Harry,S198,Reid,D,NV,2008
Roberts (R-KS),Pat,S260,Roberts,R,KS,2008
Rockefeller (D-WV),Jay,S176,Rockefeller,D,WV,2008
Salazar (D-CO),Ken,S297,Salazar,D,CO,2008
Schumer (D-NY),Charles,S270,Schumer,D,NY,2008
Sessions (R-AL),Jeff,S261,Sessions,R,AL,2008
Shelby (R-AL),Richard,S184,Shelby,R,AL,2008
Smith (R-OR),Gordon,S262,Smith,R,OR,2008
Snowe (R-ME),Olympia,S245,Snowe,R,ME,2008
Specter (R-PA),Arlen,S161,Specter,R,PA,2008
Stabenow (D-MI),Debbie,S284,Stabenow,D,MI,2008
Stevens (R-AK),Ted,S090,Stevens,R,AK,2008
Sununu (R-NH),John,S296,Sununu,R,NH,2008
Tester (D-MT),Jon,S314,Tester,D,MT,2008
Vitter (R-LA),David,S299,Vitter,R,LA,2008
Voinovich (R-OH),George,S271,Voinovich,R,OH,2008
Webb (D-VA),James,S315,Webb,D,VA,2008
Whitehouse (D-RI),Sheldon,S316,Whitehouse,D,RI,2008
Wicker (R-MS),Roger,S318,Wicker,R,MS,2008
Wyden (D-OR),Ron,S247,Wyden,D,OR,2008
Brownback (R-KS),Samuel,S249,Brownback,R,KS,2009
Coburn (R-OK),Tom,S301,Coburn,R,OK,2009
Corker (R-TN),Bob,S310,Corker,R,TN,2009
DeMint (R-SC),James,S302,DeMint,R,SC,2009
Grassley (R-IA),Charles,S153,Grassley,R,IA,2009
Inhofe (R-OK),Jim,S236,Inhofe,R,OK,2009
Isakson (R-GA),Johnny,S305,Isakson,R,GA,2009
Johanns (R-NE),Mike,S321,Johanns,R,NE,2009
McCain (R-AZ),John,S197,McCain,R,AZ,2009
Sessions (R-AL),Jeff,S261,Sessions,R,AL,2009
Shelby (R-AL),Richard,S184,Shelby,R,AL,2009
Thune (R-SD),John,S303,Thune,R,SD,2009
Alexander (R-TN),Lamar,S289,Alexander,R,TN,2009
Biden (D-DE),Joseph,S010,Biden,D,DE,2009
Bond (R-MO),Christopher,S200,Bond,R,MO,2009
Brown (D-OH),Sherrod,S307,Brown,D,OH,2009
Bunning (R-KY),Jim,S265,Bunning,R,KY,2009
Burr (R-NC),Richard,S300,Burr,R,NC,2009
Chambliss (R-GA),Saxby,S290,Chambliss,R,GA,2009
Cornyn (R-TX),John,S287,Cornyn,R,TX,2009
Ensign (R-NV),John,S281,Ensign,R,NV,2009
Graham (R-SC),Lindsey,S293,Graham,R,SC,2009
Gregg (R-NH),Judd,S224,Gregg,R,NH,2009
Hutchison (R-TX),Kay,S235,Hutchison,R,TX,2009
Kennedy (D-MA),Edward,S055,Kennedy,D,MA,2009
Kyl (R-AZ),Jon,S243,Kyl,R,AZ,2009
Martinez (R-FL),Mel,S304,Martinez,R,FL,2009
McConnell (R-KY),Mitch,S174,McConnell,R,KY,2009
Roberts (R-KS),Pat,S260,Roberts,R,KS,2009
Specter (R-PA),Arlen,S161,Specter,R,PA,2009
Vitter (R-LA),David,S299,Vitter,R,LA,2009
Voinovich (R-OH),George,S271,Voinovich,R,OH,2009
Akaka (D-HI),Daniel,S213,Akaka,D,HI,2009
Barrasso (R-WY),John,S317,Barrasso,R,WY,2009
Baucus (D-MT),Max,S127,Baucus,D,MT,2009
Bayh (D-IN),Evan,S264,Bayh,D,IN,2009
Begich (D-AK),Mark,S319,Begich,D,AK,2009
Bennett (R-UT),Robert,S231,Bennett,R,UT,2009
Bingaman (D-NM),Jeff,S167,Bingaman,D,NM,2009
Boxer (D-CA),Barbara,S223,Boxer,D,CA,2009
Byrd (D-WV),Robert,S017,Byrd,D,WV,2009
Cantwell (D-WA),Maria,S275,Cantwell,D,WA,2009
Cardin (D-MD),Benjamin,S308,Cardin,D,MD,2009
Carper (D-DE),Thomas,S277,Carper,D,DE,2009
Casey (D-PA),Bob,S309,Casey,D,PA,2009
Clinton (D-NY),Hillary,S278,Clinton,D,NY,2009
Cochran (R-MS),Thad,S136,Cochran,R,MS,2009
Collins (R-ME),Susan,S252,Collins,R,ME,2009
Conrad (D-ND),Kent,S201,Conrad,D,ND,2009
Crapo (R-ID),Mike,S266,Crapo,R,ID,2009
Dodd (D-CT),Christopher,S150,Dodd,D,CT,2009
Dorgan (D-ND),Byron,S222,Dorgan,D,ND,2009
Durbin (D-IL),Richard,S253,Durbin,D,IL,2009
Enzi (R-WY),Michael,S254,Enzi,R,WY,2009
Feingold (D-WI),Russ,S230,Feingold,D,WI,2009
Feinstein (D-CA),Dianne,S221,Feinstein,D,CA,2009
Hagan (D-NC),Kay,S320,Hagan,D,NC,2009
Harkin (D-IA),Tom,S172,Harkin,D,IA,2009
Hatch (R-UT),Orrin,S118,Hatch,R,UT,2009
Inouye (D-HI),Daniel,S051,Inouye,D,HI,2009
Johnson (D-SD),Tim,S257,Johnson,D,SD,2009
Kerry (D-MA),John,S173,Kerry,D,MA,2009
Klobuchar (D-MN),Amy,S311,Klobuchar,D,MN,2009
Kohl (D-WI),Herb,S209,Kohl,D,WI,2009
Landrieu (D-LA),Mary,S258,Landrieu,D,LA,2009
Lautenberg (D-NJ),Frank,S166,Lautenberg,D,NJ,2009
Leahy (D-VT),Patrick,S057,Leahy,D,VT,2009
Levin (D-MI),Carl,S131,Levin,D,MI,2009
Lieberman (ID-CT),Joe,S210,Lieberman,ID,CT,2009
Lincoln (D-AR),Blanche,S269,Lincoln,D,AR,2009
